Gene ID	source_id	Organism	Product Description	Fold Change	Chosen Ref (floor)	Chosen Comp (floor)	3D7 2020 sense - 0hr 3D7 DAFT-seq	3D7 2020 sense - 8hr 3D7 DAFT-seq	3D7 2020 sense - 16hr 3D7 DAFT-seq	3D7 2020 sense - 40hr 3D7 DAFT-seq	3D7 2020 sense - 32hr 3D7 DAFT-seq	3D7 2020 sense - 48hr 3D7 DAFT-seq	3D7 2020 sense - 24hr 3D7 DAFT-seq
PF3D7_0201400	PF3D7_0201400.1	Plasmodium falciparum 3D7	Plasmodium exported protein (hyp10), unknown function	1	0.53 (4.69)	0.53 (4.69)	0	0.48	2.28	0	0	0.49	0.44
PF3D7_0201500	PF3D7_0201500.1	Plasmodium falciparum 3D7	Plasmodium exported protein (hyp9), unknown function	1	84.82	84.82	81.01	86.2	153.87	59.14	81.09	44.43	92.99
PF3D7_0201600	PF3D7_0201600.1	Plasmodium falciparum 3D7	PHISTb domain-containing RESA-like protein 1	1	109.01	109.01	78.1	214.55	262.07	16.69	40.22	37.18	121.35
PF3D7_0201700	PF3D7_0201700.1	Plasmodium falciparum 3D7	DnaJ protein, putative	1	251.10	251.1	622.63	617.74	140.74	78.79	11.44	267.02	24.91
PF3D7_0201800	PF3D7_0201800.1	Plasmodium falciparum 3D7	knob associated heat shock protein 40	1	179.00	179	159.98	461.22	338.99	29.18	28.68	92.43	144.68
PF3D7_0201900	PF3D7_0201900.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 3	1	462.58	462.58	194.36	1101.6	2555.67	245.16	477.85	180.62	915.32
PF3D7_0202000	PF3D7_0202000.1	Plasmodium falciparum 3D7	knob-associated histidine-rich protein	1	3528.35	3528.35	1807.55	7497.84	8404.68	715.34	1657.86	2152.56	2603.32
PF3D7_0202100	PF3D7_0202100.1	Plasmodium falciparum 3D7	liver stage associated protein 2	1	290.85	290.85	859.53	364.65	123.5	228.84	30.1	457.6	43.72
PF3D7_0202200	PF3D7_0202200.1	Plasmodium falciparum 3D7	EMP1-trafficking protein	1	216.08	216.08	603.56	406.52	112.74	96.49	10.1	263.25	22.2
PF3D7_0202300	PF3D7_0202300.1	Plasmodium falciparum 3D7	Plasmodium exported protein (hyp11), unknown function	1	17.07	17.07	13.64	12.34	21.52	3.65	9.9	6.42	52.28
PF3D7_0202400	PF3D7_0202400.1	Plasmodium falciparum 3D7	translation-enhancing factor	1	218.58	218.58	88.16	116.89	523.01	163.66	265.81	101.7	313.56
PF3D7_0202500	PF3D7_0202500.1	Plasmodium falciparum 3D7	early transcribed membrane protein 2	1	1334.88	1334.88	2495.2	1792.17	1179.13	934.72	163.45	2565.48	222.53
PF3D7_0202600	PF3D7_0202600.1	Plasmodium falciparum 3D7	nucleic acid-binding protein, putative	1	85.07	85.07	60.12	61.58	78.57	88.3	120.33	70.78	123.16
PF3D7_0202600	PF3D7_0202600.2	Plasmodium falciparum 3D7	nucleic acid-binding protein, putative	1	85.07	85.07	60.12	61.58	78.57	88.3	120.33	70.78	123.16
PF3D7_0202700	PF3D7_0202700.1	Plasmodium falciparum 3D7	octaprenyl pyrophosphate synthase	1	49.74	49.74	39.14	35.52	39.25	49.08	65.73	39.47	80.71
PF3D7_0202800	PF3D7_0202800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	12.41	12.41	16.66	11.97	5.09	17.16	11.87	14.3	14.72
PF3D7_0202900	PF3D7_0202900.1	Plasmodium falciparum 3D7	palmitoyltransferase DHHC12, putative	1	17.15	17.15	20	9.88	2.42	24.65	25.29	13.1	26.8
PF3D7_0203000	PF3D7_0203000.1	Plasmodium falciparum 3D7	repetitive organellar protein, putative	1	255.33	255.33	462.23	113.62	82.28	366.17	267.75	389.77	113.94
PF3D7_0203100	PF3D7_0203100.1	Plasmodium falciparum 3D7	protein kinase, putative	1	82.42	82.42	149.57	51.56	33.81	117.71	51.97	147.05	30.11
PF3D7_0203200	PF3D7_0203200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	82.53	82.53	92.13	149.14	102.73	65.83	75.26	71.49	99.87
PF3D7_0203300	PF3D7_0203300.1	Plasmodium falciparum 3D7	ERCC1 nucleotide excision repair protein, putative	1	63.21	63.21	54.03	82.52	58.2	60.39	55.74	48.13	84.76
PF3D7_0203400	PF3D7_0203400.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	81.18	81.18	61.86	48.86	48.14	121.64	123.02	88.08	79.43
PF3D7_0203600	PF3D7_0203600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	31.57	31.57	32.55	25.71	14.74	42.07	47.5	27.56	31.35
PF3D7_0203700	PF3D7_0203700.1	Plasmodium falciparum 3D7	protein MAK16, putative	1	198.21	198.21	251.04	366.19	360.25	106.81	139.41	227.95	214.62
PF3D7_0203800	PF3D7_0203800.1	Plasmodium falciparum 3D7	WD repeat-containing protein, putative	1	38.56	38.56	25.73	43.96	30.15	35.43	42.32	39.88	53.2
PF3D7_0203900	PF3D7_0203900.1	Plasmodium falciparum 3D7	5'-3' exonuclease, putative	1	65.05	65.05	40.65	40.54	47.93	54.07	104.86	46.71	124.79
PF3D7_0204000	PF3D7_0204000.1	Plasmodium falciparum 3D7	condensin-2 complex subunit H2, putative	1	28.63	28.63	21.4	16.26	23.6	28.41	48.68	21.09	44.3
PF3D7_0204100	PF3D7_0204100.1	Plasmodium falciparum 3D7	Sel1 repeat-containing protein, putative	1	240.87	240.87	204.29	105.74	69.1	493.95	390.62	323.11	104.4
PF3D7_0204200	PF3D7_0204200.1	Plasmodium falciparum 3D7	translocation protein SEC66, putative	1	443.11	443.11	541.83	441.7	421.6	486.93	251.51	640.88	346.91
PF3D7_0204300	PF3D7_0204300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	164.73	164.73	165.59	195.68	209.79	102.57	185.11	101.43	238.61
PF3D7_0204400	PF3D7_0204400.1	Plasmodium falciparum 3D7	dynein light chain, putative	1	129.18	129.18	179.25	333.46	200.79	82.21	161.75	68.86	368.91
PF3D7_0204500	PF3D7_0204500.1	Plasmodium falciparum 3D7	aspartate transaminase	1	128.72	128.72	85.73	214.07	202.14	77.92	83.54	55.87	238.57
PF3D7_0204600	PF3D7_0204600.1	Plasmodium falciparum 3D7	5'-3' exonuclease, putative	1	49.37	49.37	33.8	38.68	63.53	34.18	55.78	30.22	90.82
PF3D7_0204700	PF3D7_0204700.1	Plasmodium falciparum 3D7	hexose transporter	1	387.50	387.5	253.29	453.47	451.47	359.91	322.02	377.54	500.43
PF3D7_0204800	PF3D7_0204800.1	Plasmodium falciparum 3D7	3'-5' exonuclease, putative	1	38.13	38.13	28.51	21.89	26.01	39.32	58.52	34.29	59
PF3D7_0204900	PF3D7_0204900.1	Plasmodium falciparum 3D7	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, putative	1	53.79	53.79	34.13	47.78	44.69	53.93	57.55	40.17	99.25
PF3D7_0205000	PF3D7_0205000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	122.43	122.43	221.97	100.71	103.44	117.66	103.29	166.48	91.71
PF3D7_0205100	PF3D7_0205100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	63.82	63.82	98.63	71.89	59.12	63.77	52.92	87.57	53.41
PF3D7_0205200	PF3D7_0205200.1	Plasmodium falciparum 3D7	MORN repeat protein, putative	1	4.94	4.94	11.52	7.21	3.99	5.54	7.27	7.37	7.71
PF3D7_0205300	PF3D7_0205300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	16.84	16.84	18.57	16.46	16.58	18.2	15.59	18.99	13.54
PF3D7_0205400	PF3D7_0205400.1	Plasmodium falciparum 3D7	PCI domain-containing protein, putative	1	80.89	80.89	87.42	99.27	90.48	47.11	81.91	63.44	97.51
PF3D7_0205500	PF3D7_0205500.1	Plasmodium falciparum 3D7	DNA-directed RNA polymerase II 16 kDa subunit, putative	1	84.07	84.07	60.98	126.64	139.85	51.9	39.3	51.87	119.35
PF3D7_0205600	PF3D7_0205600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	41.89	41.89	33.73	26.42	29.13	48	60	37.97	59.88
PF3D7_0205700	PF3D7_0205700.1	Plasmodium falciparum 3D7	RNA-binding protein, putative	1	92.37	92.37	134.94	169.7	101.91	49.38	46.48	84.68	65.63
PF3D7_0205700	PF3D7_0205700.2	Plasmodium falciparum 3D7	RNA-binding protein, putative	1	92.37	92.37	134.94	169.7	101.91	49.38	46.48	84.68	65.63
PF3D7_0205800	PF3D7_0205800.1	Plasmodium falciparum 3D7	PH domain-containing protein, putative	1	37.48	37.48	29.23	17.8	18.76	64.01	51.2	41.68	39.92
PF3D7_0205900	PF3D7_0205900.1	Plasmodium falciparum 3D7	26S proteasome regulatory subunit RPN1, putative	1	304.28	304.28	188.42	229.46	289.62	379.77	399.67	238.98	406.25
PF3D7_0206000	PF3D7_0206000.1	Plasmodium falciparum 3D7	DNA repair protein RAD2, putative	1	156.37	156.37	219.32	174.39	140.01	118.25	118.85	199.75	127.02
PF3D7_0206100	PF3D7_0206100.1	Plasmodium falciparum 3D7	cysteine desulfuration protein SufE	1	76.52	76.52	122.32	76.16	76.14	60.22	52.56	82.84	66.72
PF3D7_0206200	PF3D7_0206200.1	Plasmodium falciparum 3D7	pantothenate transporter	1	155.14	155.14	277.77	111.92	44.75	230.42	59.82	331.63	31.5
PF3D7_0206500	PF3D7_0206500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	181.71	181.71	239.52	265.64	174.36	130.3	122.39	174.65	170.48
PF3D7_0206600	PF3D7_0206600.1	Plasmodium falciparum 3D7	DNA-directed RNA polymerase III subunit RPC10, putative	1	34.47	34.47	64.41	39.19	35.84	19.14	23.75	27.67	32.54
PF3D7_0206700	PF3D7_0206700.1	Plasmodium falciparum 3D7	adenylosuccinate lyase	1	76.99	76.99	59.99	92.87	90.18	65.84	75.42	74.39	94.52
PF3D7_0206800	PF3D7_0206800.1	Plasmodium falciparum 3D7	merozoite surface protein 2	1	716.24	716.24	839	246.62	86.54	1656.72	762.94	1367.2	77.31
PF3D7_0206900	PF3D7_0206900.1	Plasmodium falciparum 3D7	merozoite surface protein 5	1	161.38	161.38	329.79	87.26	33.68	242.49	65.21	340.47	46.71
PF3D7_0206900	PF3D7_0206900.2	Plasmodium falciparum 3D7	merozoite surface protein 5	1	161.38	161.38	329.79	87.26	33.68	242.49	65.21	340.47	46.71
PF3D7_0207000	PF3D7_0207000.1	Plasmodium falciparum 3D7	merozoite surface protein 4	1	350.80	350.8	373.85	141.24	65.72	678.41	507.85	586.97	117.82
PF3D7_0207100	PF3D7_0207100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	263.86	263.86	511.4	152.57	75.12	360.83	178.71	468.62	103.96
PF3D7_0207200	PF3D7_0207200.1	Plasmodium falciparum 3D7	iron-sulfur assembly protein, putative	1	28.45	28.45	38.81	21.83	14.55	38.97	21.12	40.18	24.54
PF3D7_0207300	PF3D7_0207300.1	Plasmodium falciparum 3D7	serine repeat antigen 8	1	1.93	1.93	1.02	2.86	1.79	3.33	1.26	2.47	0.91
PF3D7_0207400	PF3D7_0207400.1	Plasmodium falciparum 3D7	serine repeat antigen 7	1	169.75	169.75	98.4	51.07	24.38	333.06	388.23	175.37	119.66
PF3D7_0207500	PF3D7_0207500.1	Plasmodium falciparum 3D7	serine repeat antigen 6	1	234.70	234.7	126.01	67.97	25.62	498.75	526.57	231.43	170.49
PF3D7_0207600	PF3D7_0207600.1	Plasmodium falciparum 3D7	serine repeat antigen 5	1	1912.52	1912.52	1198.11	477.95	165.29	4723.44	3747.34	2248.06	880.55
PF3D7_0207700	PF3D7_0207700.1	Plasmodium falciparum 3D7	serine repeat antigen 4	1	180.48	180.48	96.71	47.52	16.7	404.19	407.18	190.66	101.98
PF3D7_0207800	PF3D7_0207800.1	Plasmodium falciparum 3D7	serine repeat antigen 3	1	121.79	121.79	80.68	36.85	13.79	258.12	263.39	137.95	63.04
PF3D7_0207900	PF3D7_0207900.1	Plasmodium falciparum 3D7	serine repeat antigen 2	1	16.08	16.08	11.34	10.43	4.88	28.2	26.93	20.71	10.59
PF3D7_0208000	PF3D7_0208000.1	Plasmodium falciparum 3D7	serine repeat antigen 1	1	68.36	68.36	70.72	44.27	27.07	127.15	89.35	79.07	42.08
PF3D7_0208100	PF3D7_0208100.1	Plasmodium falciparum 3D7	C2 domain-containing protein 5, putative	1	142.68	142.68	93.86	48.33	53.97	217.42	305.14	125.64	159.3
PF3D7_0208200	PF3D7_0208200.1	Plasmodium falciparum 3D7	KRR1 small subunit processome component, putative	1	201.09	201.09	170.58	282.64	314.1	106.94	131.43	166.44	237.03
PF3D7_0208300	PF3D7_0208300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	84.53	84.53	99.67	143.33	125.71	44.71	57.75	69.69	103.17
PF3D7_0208400	PF3D7_0208400.1	Plasmodium falciparum 3D7	histidine phosphatase, putative	1	242.60	242.6	241.41	198.7	212.32	293.73	318.09	219.46	220.01
PF3D7_0208500	PF3D7_0208500.1	Plasmodium falciparum 3D7	acyl carrier protein	1	35.53	35.53	38.37	23.33	17.04	44.6	45.54	29.6	52.1
PF3D7_0208600	PF3D7_0208600.1	Plasmodium falciparum 3D7	ribosome-recycling factor	1	105.07	105.07	63.52	43.55	60.46	118.9	202.49	79.38	173.46
PF3D7_0208700	PF3D7_0208700.1	Plasmodium falciparum 3D7	SHS2 domain-containing protein, putative	1	112.56	112.56	57.73	140.14	174.66	78.8	72.52	69.87	197.67
PF3D7_0208800	PF3D7_0208800.1	Plasmodium falciparum 3D7	protein P22, putative	1	64.01	64.01	55.75	74.09	70.07	58.43	63.11	50.16	78.04
PF3D7_0208900	PF3D7_0208900.1	Plasmodium falciparum 3D7	6-cysteine protein P230p	1	4.13	4.13	3.39	5.03	5.05	3.05	3.69	3.87	4.89
PF3D7_0209000	PF3D7_0209000.1	Plasmodium falciparum 3D7	6-cysteine protein P230	1	85.96	85.96	73.41	122.53	97.39	69.14	58.33	98.87	89.13
PF3D7_0209100	PF3D7_0209100.1	Plasmodium falciparum 3D7	patatin-like phospholipase 1	1	119.61	119.61	92.69	144.94	116.44	111.12	151.04	123.56	99.73
PF3D7_0209200	PF3D7_0209200.1	Plasmodium falciparum 3D7	exosome complex component MTR3, putative	1	84.95	84.95	71.77	147.51	118.74	45.24	47.8	54.22	115.3
PF3D7_0209300	PF3D7_0209300.1	Plasmodium falciparum 3D7	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	1	43.41	43.41	37.83	32.47	31.13	34.77	52.56	26.12	89.4
PF3D7_0209400	PF3D7_0209400.1	Plasmodium falciparum 3D7	ARMT1-like domain-containing protein, putative	1	38.07	38.07	25.92	52.77	35.67	28.67	25.76	24.99	78.31
PF3D7_0209500	PF3D7_0209500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	39.00	39	77.22	38.67	18.59	43.26	11.61	80.55	7.28
PF3D7_0209600	PF3D7_0209600.1	Plasmodium falciparum 3D7	transporter, putative	1	63.57	63.57	55.6	22.82	8.57	148.49	104.19	78.5	27.56
PF3D7_0209700	PF3D7_0209700.1	Plasmodium falciparum 3D7	RING zinc finger protein, putative	1	183.64	183.64	194.45	307.41	213.52	123.04	109.39	205.17	158.25
PF3D7_0209800	PF3D7_0209800.1	Plasmodium falciparum 3D7	ATP-dependent RNA helicase UAP56	1	753.34	753.34	551.15	919.7	1091.31	443.09	740.42	542.25	998.53
PF3D7_0210000	PF3D7_0210000.1	Plasmodium falciparum 3D7	secretory complex protein 61 gamma subunit	1	496.61	496.61	256.79	648.86	804.64	407.49	439.31	287.75	634.73
PF3D7_0210100	PF3D7_0210100.1	Plasmodium falciparum 3D7	60S ribosomal protein L37ae, putative	1	686.69	686.69	331.02	790.17	1210.55	401.07	708.6	589.83	785.03
PF3D7_0210100	PF3D7_0210100.2	Plasmodium falciparum 3D7	60S ribosomal protein L37ae, putative	1	686.69	686.69	331.02	790.17	1210.55	401.07	708.6	589.83	785.03
PF3D7_0210200	PF3D7_0210200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	157.88	157.88	106.76	76.58	77.21	216.3	292.15	139.16	201.7
PF3D7_0210300	PF3D7_0210300.1	Plasmodium falciparum 3D7	monocarboxylate transporter, putative	1	39.16	39.16	27.01	21.09	26.57	55.36	58.45	34.74	51.38
PF3D7_0210400	PF3D7_0210400.1	Plasmodium falciparum 3D7	50S ribosomal protein L33, putative	1	33.86	33.86	22.9	27.66	21.84	26.46	46.08	22.94	83.74
PF3D7_0210500	PF3D7_0210500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	65.81	65.81	55.62	60.02	76.94	46.26	61.73	48.57	115.7
PF3D7_0210600	PF3D7_0210600.1	Plasmodium falciparum 3D7	protein CERLI1	1	335.15	335.15	632.64	218.79	77.6	561.23	115.46	704.38	38.99
PF3D7_0210700	PF3D7_0210700.1	Plasmodium falciparum 3D7	syntaxin, Qa-SNARE family	1	70.23	70.23	165.89	48.97	18.77	96.86	30.59	109.1	22.47
PF3D7_0210800	PF3D7_0210800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	196.79	196.79	402.11	337.15	197.34	90.06	70.04	167.94	117.3
PF3D7_0210900	PF3D7_0210900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	413.36	413.36	364.08	516.17	513.39	279.44	376.17	319.94	527.93
PF3D7_0211100	PF3D7_0211100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	16.34	16.34	11.79	12.58	20.44	8.47	11.88	10.09	39.44
PF3D7_0211200	PF3D7_0211200.1	Plasmodium falciparum 3D7	ras-related protein Rab-5A	1	59.04	59.04	45.44	29.14	47.87	76.38	80.56	45.87	94.14
PF3D7_0211300	PF3D7_0211300.1	Plasmodium falciparum 3D7	ubiquinol-cytochrome-c reductase complex assembly factor 1, putative	1	25.36	25.36	19.86	19.95	18.56	35.73	23.96	26.74	41.29
PF3D7_0211400	PF3D7_0211400.1	Plasmodium falciparum 3D7	beta-ketoacyl-ACP synthase III	1	26.01	26.01	23.64	36.87	25.53	24.97	14.38	36.15	21.19
PF3D7_0211500	PF3D7_0211500.1	Plasmodium falciparum 3D7	GAF domain-related protein, putative	1	39.34	39.34	43.59	31.56	22.8	54.8	48.34	47.09	29.43
PF3D7_0211600	PF3D7_0211600.1	Plasmodium falciparum 3D7	UDP-N-acetylglucosamine transferase subunit ALG14, putative	1	20.48	20.48	16.99	9.36	9.23	50.32	22.38	24.67	10.89
PF3D7_0211700	PF3D7_0211700.1	Plasmodium falciparum 3D7	tyrosine kinase-like protein, putative	1	68.52	68.52	50.39	28.73	54.41	72.17	107.9	51.21	116.53
PF3D7_0211800	PF3D7_0211800.1	Plasmodium falciparum 3D7	asparagine--tRNA ligase	1	284.11	284.11	141.01	282.21	396.65	224.78	310.18	183.02	454.58
PF3D7_0211900	PF3D7_0211900.1	Plasmodium falciparum 3D7	pseudouridine synthase, putative	1	115.94	115.94	100.56	73.96	64.25	137.74	193.55	94.83	148.88
PF3D7_0212000	PF3D7_0212000.1	Plasmodium falciparum 3D7	GDP-fructose:GMP antiporter, putative	1	55.95	55.95	56.57	45.4	29.74	51.43	78.98	48.1	84.45
PF3D7_0212100	PF3D7_0212100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	217.38	217.38	150.86	203.9	180.4	261.04	318.54	168.3	245.42
PF3D7_0212200	PF3D7_0212200.1	Plasmodium falciparum 3D7	ribosomal protein L12, mitochondrial, putative	1	79.81	79.81	66.01	73.36	106.55	49.6	85.83	54.76	123.66
PF3D7_0212300	PF3D7_0212300.1	Plasmodium falciparum 3D7	eukaryotic peptide chain release factor subunit 1, putative	1	249.82	249.82	171.21	280.69	360.45	150.26	257.21	206.31	328.28
PF3D7_0212400	PF3D7_0212400.1	Plasmodium falciparum 3D7	nucleoporin NUP390, putative	1	154.38	154.38	155.1	171.49	156.97	126.65	175.33	104.96	192.95
PF3D7_0212500	PF3D7_0212500.1	Plasmodium falciparum 3D7	nucleoporin NUP434, putative	1	279.15	279.15	270.66	315.62	300.13	225.49	310.26	209.91	329.56
PF3D7_0212600	PF3D7_0212600.1	Plasmodium falciparum 3D7	secreted protein with altered thrombospondin repeat domain	1	158.24	158.24	272.71	99.06	35.65	270.53	46.51	366.46	18.45
PF3D7_0212700	PF3D7_0212700.1	Plasmodium falciparum 3D7	SRR1-like protein	1	65.52	65.52	44.88	67.94	74.64	50.98	68.46	52.57	100.66
PF3D7_0212800	PF3D7_0212800.1	Plasmodium falciparum 3D7	multidrug efflux pump, putative	1	55.99	55.99	55.04	51.23	45.8	57.23	57.37	58.66	67.46
PF3D7_0212900	PF3D7_0212900.1	Plasmodium falciparum 3D7	arginyl-tRNA--protein transferase	1	104.40	104.4	123.54	58.81	30.29	193.02	142.41	121.18	98.33
PF3D7_0213000	PF3D7_0213000.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	67.90	67.9	96.75	29.67	25.24	105.12	117.58	79.17	62.82
PF3D7_0213100	PF3D7_0213100.1	Plasmodium falciparum 3D7	protein SIS1	1	196.80	196.8	124.63	196.76	305.83	139	196.24	147.79	269.79
PF3D7_0213200	PF3D7_0213200.1	Plasmodium falciparum 3D7	mitochondrial respiratory chain complex II subunit, putative	1	87.93	87.93	113.28	76.07	66.94	92.38	124.26	99.72	163.39
PF3D7_0213300	PF3D7_0213300.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	32.74	32.74	33.39	53.85	53.23	60.72	53.42	64.73	74.46
PF3D7_0213400	PF3D7_0213400.1	Plasmodium falciparum 3D7	protein kinase 7	1	32.00	32	20.39	19.16	22.6	35.01	48.62	31.31	48.28
PF3D7_0213500	PF3D7_0213500.1	Plasmodium falciparum 3D7	tetratricopeptide repeat protein, putative	1	60.88	60.88	49.99	61.06	68.27	55.83	56.85	61.35	80.44
PF3D7_0213600	PF3D7_0213600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	22.74	22.74	28	25.24	22.32	21.58	18.4	26.85	19.14
PF3D7_0213700	PF3D7_0213700.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	99.20	99.2	67.34	110.07	171.42	62.6	71.29	61.96	158.19
PF3D7_0213800	PF3D7_0213800.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	13.59	13.59	12.09	17.37	14.73	12.23	9.53	13.13	16.16
PF3D7_0213900	PF3D7_0213900.1	Plasmodium falciparum 3D7	RTR1 domain-containing protein, putative	1	135.62	135.62	150.63	167.47	189	72.52	105.94	114.09	151.96
PF3D7_0214000	PF3D7_0214000.1	Plasmodium falciparum 3D7	T-complex protein 1 subunit theta	1	251.38	251.38	143.57	314.85	402.23	121.21	177.01	133.36	469.28
PF3D7_0214100	PF3D7_0214100.1	Plasmodium falciparum 3D7	protein transport protein SEC31	1	335.18	335.18	300.57	476.18	326.63	297.25	308.35	297.66	343.13
PF3D7_0214200	PF3D7_0214200.1	Plasmodium falciparum 3D7	ribosomal protein L13, mitochondrial	1	172.04	172.04	104.95	171.78	208.72	152.32	167.37	141.97	259.86
PF3D7_0214300	PF3D7_0214300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	171.50	171.5	217.89	184.2	238.87	156.5	154.93	191.78	198.28
PF3D7_0214400	PF3D7_0214400.1	Plasmodium falciparum 3D7	protein LTV1, putative	1	210.45	210.45	276.74	324.54	284.95	99.15	117.01	181.25	195.43
PF3D7_0214500	PF3D7_0214500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	24.29	24.29	32.11	36.24	25.73	13.68	15.48	13.97	33.53
PF3D7_0214600	PF3D7_0214600.1	Plasmodium falciparum 3D7	serine/threonine protein kinase STK2, putative	1	261.41	261.41	643.44	142.8	46.26	337.36	52.36	599.8	12.09
PF3D7_0214700	PF3D7_0214700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	57.16	57.16	112.21	54.4	21.16	85.54	16.09	99.48	14.39
PF3D7_0214800	PF3D7_0214800.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	138.45	138.45	222.66	161.86	105.41	125.58	66.33	218.04	94.03
PF3D7_0214900	PF3D7_0214900.1	Plasmodium falciparum 3D7	rhoptry neck protein 6	1	475.21	475.21	928.11	137.26	59.43	1033.48	415.37	748.91	43.18
PF3D7_0215000	PF3D7_0215000.1	Plasmodium falciparum 3D7	acyl-CoA synthetase	1	286.63	286.63	291.36	377.1	375.74	214.31	212.63	289.04	259.26
PF3D7_0215100	PF3D7_0215100.1	Plasmodium falciparum 3D7	RING zinc finger protein, putative	1	81.98	81.98	62.35	60.06	68.5	119.39	93.17	85.09	87.02
PF3D7_0215200	PF3D7_0215200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	13.90	13.9	16.9	16.43	15.18	12.64	10.15	10.56	15.67
PF3D7_0215300	PF3D7_0215300.1	Plasmodium falciparum 3D7	acyl-CoA synthetase	1	59.89	59.89	112.26	133.75	60.1	24.25	6.58	63.48	19.43
PF3D7_0215400	PF3D7_0215400.1	Plasmodium falciparum 3D7	WD repeat-containing protein, putative	1	175.68	175.68	199.24	202.88	167.98	175.9	147.22	172.3	168.62
PF3D7_0215500	PF3D7_0215500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	112.24	112.24	126.77	148.14	116.64	101.17	99.29	109.85	118.41
PF3D7_0215600	PF3D7_0215600.1	Plasmodium falciparum 3D7	Golgi to ER traffic protein 2	1	80.12	80.12	69.54	88.32	102.07	62.19	92.47	59.66	88.33
PF3D7_0215700	PF3D7_0215700.1	Plasmodium falciparum 3D7	DNA-directed RNA polymerase II subunit RPB2, putative	1	174.12	174.12	108.34	227.56	251.17	119.81	163.87	129.87	219.58
PF3D7_0215800	PF3D7_0215800.1	Plasmodium falciparum 3D7	origin recognition complex subunit 5	1	46.76	46.76	31.9	29.31	27.17	56.07	65.03	38.11	81.98
PF3D7_0215900	PF3D7_0215900.1	Plasmodium falciparum 3D7	palmitoyltransferase DHHC11, putative	1	20.45	20.45	17.02	26.6	10.41	32.27	16.25	18.17	22.73
PF3D7_0216000	PF3D7_0216000.1	Plasmodium falciparum 3D7	SNF2-like chromatin remodeling ATPase, putative	1	67.04	67.04	86.37	83.12	68.36	69.22	52.43	88.39	53.63
PF3D7_0216100	PF3D7_0216100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	68.12	68.12	78.5	60.83	62.16	61.16	95.61	57.49	86.52
PF3D7_0216200	PF3D7_0216200.1	Plasmodium falciparum 3D7	Alba domain-containing protein, putative	1	99.29	99.29	109.29	165.19	181.83	42.03	75.85	68.37	133.94
PF3D7_0216300	PF3D7_0216300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	55.52	55.52	45.95	59.28	76.32	31.42	54.61	37.24	86.79
